run_key,campaign,analysis_family,dataset,task,source_contract,target_contract,method,objective,seed,access_regime,hardware,resource_class,runtime_status,prerequisite,execution_status
91e3a6bcd19cc76b7602,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,best_single_feasible,composite,0,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
b0e4c2ec377a3a7c8a1e,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,best_single_feasible,composite,1,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
57feb161b3bb931a014b,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,best_single_feasible,composite,2,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
65593f2c2cdbef14e90f,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,best_single_feasible,composite,3,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
423496531bce82269c66,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,best_single_feasible,composite,4,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
0cc6dedf75a2e205d57a,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,best_single_feasible,composite,5,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
3e17993e7ea48cd857e6,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,best_single_feasible,composite,6,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
7a5a27431c6e296baa20,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,best_single_feasible,composite,7,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
16c57e0e055fa032972f,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,best_single_feasible,composite,8,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
302158dc62dc15ba7687,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,best_single_feasible,composite,9,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
b2d9744cfbe2a87d5d33,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,graphsafe_feature,composite,0,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
9d511fff8f586872f581,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,graphsafe_feature,composite,1,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
df10dac8df6151b5f1cf,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,graphsafe_feature,composite,2,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
21df77af2bba6c7199cf,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,graphsafe_feature,composite,3,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
1a54d510cc45cc98813d,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,graphsafe_feature,composite,4,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
5858faf0fc5c61af4711,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,graphsafe_feature,composite,5,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
61ecfe322ab59d0d3861,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,graphsafe_feature,composite,6,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
2738f826718bbc5e46cb,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,graphsafe_feature,composite,7,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
4d9de18e3d701fcb23ce,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,graphsafe_feature,composite,8,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
23b171fc5d994216c4d2,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,graphsafe_feature,composite,9,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
c914f3630e70d1be4719,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,coregraph_factorised_diagnostics,composite,0,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
9343993e6e88f49f3841,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,coregraph_factorised_diagnostics,composite,1,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
cf1aa34ac0398d44276f,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,coregraph_factorised_diagnostics,composite,2,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
0d06c9519af12c4e74c7,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,coregraph_factorised_diagnostics,composite,3,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
34a9ec60a8aa24ac3714,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,coregraph_factorised_diagnostics,composite,4,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
ea0913ef536bf60a02aa,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,coregraph_factorised_diagnostics,composite,5,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
9a598e70f6de86cf5067,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,coregraph_factorised_diagnostics,composite,6,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
7d2c08aa561b1696b33d,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,coregraph_factorised_diagnostics,composite,7,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
6670ff50e325fc2424f5,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,coregraph_factorised_diagnostics,composite,8,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
7aa7f7c0a71dc8ab97d7,final_10seed,confirmatory_primary,elliptic_v2,node_classification,historical_transductive_full,future_inductive_full,coregraph_factorised_diagnostics,composite,9,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
