run_key,campaign,analysis_family,dataset,task,source_contract,target_contract,method,objective,seed,access_regime,hardware,resource_class,runtime_status,prerequisite,execution_status
0224c88dd9312aeb18c5,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,fixed_mixture,composite,0,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
23ee3c77a523c7e23652,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,fixed_mixture,composite,1,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
81ef0813e6f489c521c0,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,fixed_mixture,composite,2,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
ce40bf5402c80519139b,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,fixed_mixture,composite,3,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
1887aba0882ed2140608,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,fixed_mixture,composite,4,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
7c3406d426930daebdd2,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,fixed_mixture,composite,5,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
9644f7fae6853db96e2b,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,fixed_mixture,composite,6,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
d9e5934203046d2e0e7b,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,fixed_mixture,composite,7,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
f1cee1ea354cdd603087,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,fixed_mixture,composite,8,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
080a0538d65d41b61ee4,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,fixed_mixture,composite,9,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
30c38f514d2a86aa8b1a,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,coregraph_factorised_diagnostics,composite,0,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
e6363535706a26ead8e8,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,coregraph_factorised_diagnostics,composite,1,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
2ac9650fc4cba656652b,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,coregraph_factorised_diagnostics,composite,2,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
2dfd8f40d21e97aee8ae,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,coregraph_factorised_diagnostics,composite,3,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
f3f8e46cce99b1aaee45,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,coregraph_factorised_diagnostics,composite,4,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
026f8c75547f79612c67,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,coregraph_factorised_diagnostics,composite,5,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
339fff207e6010e72109,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,coregraph_factorised_diagnostics,composite,6,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
a8dc2719b857106e917f,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,coregraph_factorised_diagnostics,composite,7,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
796caa54fab90ff14997,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,coregraph_factorised_diagnostics,composite,8,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
de77b192da44e4a8ef14,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_graph_best,coregraph_factorised_diagnostics,composite,9,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
6d2d463996bd578af6a0,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_feature_best,fixed_mixture,composite,0,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
c8f63d2d16156bb7fc80,synthetic_theory,mechanism_validation,elliptic_v2,node_classification,synthetic_source,synthetic_feature_best,fixed_mixture,composite,1,DG_NO_TARGET,cpu,CPU,TBD_PROFILE,local_gates,PLANNED
