dataset,protocol,graph_model,seed,method,source_method,f1,auprc,auroc,precision_at_0_5pct,recall_at_0_5pct,precision_at_1pct,recall_at_1pct,precision_at_2pct,recall_at_2pct,cost_sensitive_risk,worst_block_regret,average_block_regret,worst_window_f1,worst_window_recall_at_1pct,worst_window_cost_sensitive_risk,diagnostic_proxy,selection_split,evaluation_split,n_eval,n_positive,precision,recall
elliptic,strict_inductive,gcn,1,feature_only,feature_only,0.5101281521289789,0.467131898960503,0.8774880231715221,0.7261904761904762,0.0563250230840258,0.7305389221556886,0.1126500461680517,0.6676646706586826,0.2059095106186519,0.1829034193161367,0.0636042402826854,0.0120055283318362,0.0,0.0,0.5987394957983193,False,train/val only,test,16670,1083,0.4618263473053892,0.569713758079409
elliptic,strict_inductive,sage,1,feature_only,feature_only,0.5101281521289789,0.467131898960503,0.8774880231715221,0.7261904761904762,0.0563250230840258,0.7305389221556886,0.1126500461680517,0.6676646706586826,0.2059095106186519,0.1829034193161367,0.0873015873015873,0.0145839641062378,0.0,0.0,0.5987394957983193,False,train/val only,test,16670,1083,0.4618263473053892,0.569713758079409
elliptic,strict_inductive,gcn,2,feature_only,feature_only,0.5185185185185185,0.4866035313533174,0.8740354455239204,0.8333333333333334,0.064635272391505,0.8143712574850299,0.1255771006463527,0.7005988023952096,0.2160664819944598,0.1833833233353329,0.0760777683854607,0.0148426035882362,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.4909240924092409,0.5493998153277931
elliptic,strict_inductive,sage,2,feature_only,feature_only,0.5185185185185185,0.4866035313533174,0.8740354455239204,0.8333333333333334,0.064635272391505,0.8143712574850299,0.1255771006463527,0.7005988023952096,0.2160664819944598,0.1833833233353329,0.1280918727915194,0.0271619366085869,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.4909240924092409,0.5493998153277931
elliptic,strict_inductive,gcn,3,feature_only,feature_only,0.4929971988795518,0.5053356997294912,0.8823085222485462,0.8333333333333334,0.064635272391505,0.8562874251497006,0.1320406278855032,0.7425149700598802,0.2289935364727608,0.1880623875224955,0.0417690417690417,0.0117689686504087,0.0,0.0,0.5987394957983193,False,train/val only,test,16670,1083,0.4350282485875706,0.5687903970452447
elliptic,strict_inductive,sage,3,feature_only,feature_only,0.4929971988795518,0.5053356997294912,0.8823085222485462,0.8333333333333334,0.064635272391505,0.8562874251497006,0.1320406278855032,0.7425149700598802,0.2289935364727608,0.1880623875224955,0.1157243816254416,0.0307402325226292,0.0,0.0,0.5987394957983193,False,train/val only,test,16670,1083,0.4350282485875706,0.5687903970452447
elliptic,strict_inductive,gcn,4,feature_only,feature_only,0.51319381255687,0.4147945177968485,0.8668361084813854,0.6666666666666666,0.051708217913204,0.6167664670658682,0.0951061865189289,0.5568862275449101,0.1717451523545706,0.1887222555488902,0.0718512256973795,0.0115846652022522,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.5058295964125561,0.5207756232686981
elliptic,strict_inductive,sage,4,feature_only,feature_only,0.51319381255687,0.4147945177968485,0.8668361084813854,0.6666666666666666,0.051708217913204,0.6167664670658682,0.0951061865189289,0.5568862275449101,0.1717451523545706,0.1887222555488902,0.1590106007067137,0.0349792488218475,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.5058295964125561,0.5207756232686981
elliptic,strict_inductive,gcn,5,feature_only,feature_only,0.509392747924858,0.4213167919742409,0.8710705543916045,0.6309523809523809,0.0489381348107109,0.6047904191616766,0.0932594644506001,0.5508982035928144,0.1698984302862419,0.1873425314937012,0.0856890459363957,0.0123406809497482,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.4834162520729685,0.5383194829178208
elliptic,strict_inductive,sage,5,feature_only,feature_only,0.509392747924858,0.4213167919742409,0.8710705543916045,0.6309523809523809,0.0489381348107109,0.6047904191616766,0.0932594644506001,0.5508982035928144,0.1698984302862419,0.1873425314937012,0.1148409893992932,0.0230798108204234,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.4834162520729685,0.5383194829178208
elliptic,strict_inductive,gcn,6,feature_only,feature_only,0.5151237396883593,0.4212600055731494,0.8722414167025212,0.75,0.0581717451523545,0.6347305389221557,0.0978762696214219,0.5598802395209581,0.1726685133887349,0.1884823035392921,0.0481825866441251,0.0096515270037368,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.5113739763421292,0.5189289012003694
elliptic,strict_inductive,sage,6,feature_only,feature_only,0.5151237396883593,0.4212600055731494,0.8722414167025212,0.75,0.0581717451523545,0.6347305389221557,0.0978762696214219,0.5598802395209581,0.1726685133887349,0.1884823035392921,0.1457597173144876,0.0296917864725791,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.5113739763421292,0.5189289012003694
elliptic,strict_inductive,gcn,7,feature_only,feature_only,0.5194238323876036,0.4374685787819405,0.8717252065240578,0.7857142857142857,0.0609418282548476,0.6706586826347305,0.1034164358264081,0.5688622754491018,0.175438596491228,0.1831433713257348,0.0574809805579036,0.0081093030411139,0.0,0.0,0.5966386554621849,False,train/val only,test,16670,1083,0.4925496688741722,0.5493998153277931
elliptic,strict_inductive,sage,7,feature_only,feature_only,0.5194238323876036,0.4374685787819405,0.8717252065240578,0.7857142857142857,0.0609418282548476,0.6706586826347305,0.1034164358264081,0.5688622754491018,0.175438596491228,0.1831433713257348,0.0912698412698412,0.0177634895197737,0.0,0.0,0.5966386554621849,False,train/val only,test,16670,1083,0.4925496688741722,0.5493998153277931
elliptic,strict_inductive,gcn,8,feature_only,feature_only,0.5206463195691202,0.4252363349738167,0.8732587903087788,0.6428571428571429,0.0498614958448753,0.6347305389221557,0.0978762696214219,0.5419161676646707,0.1671283471837488,0.1847630473905219,0.0676246830092983,0.0088316679599579,0.0,0.0,0.592436974789916,False,train/val only,test,16670,1083,0.5065502183406113,0.5355493998153278
elliptic,strict_inductive,sage,8,feature_only,feature_only,0.5206463195691202,0.4252363349738167,0.8732587903087788,0.6428571428571429,0.0498614958448753,0.6347305389221557,0.0978762696214219,0.5419161676646707,0.1671283471837488,0.1847630473905219,0.0856890459363957,0.0178582312362483,0.0,0.0,0.592436974789916,False,train/val only,test,16670,1083,0.5065502183406113,0.5355493998153278
elliptic,strict_inductive,gcn,9,feature_only,feature_only,0.5140631761142361,0.4655862956078047,0.8801913733424064,0.7619047619047619,0.0590951061865189,0.7425149700598802,0.1144967682363804,0.6497005988023952,0.2003693444136657,0.1847030593881223,0.0532544378698224,0.0086088342021202,0.0,0.0,0.5861344537815126,False,train/val only,test,16670,1083,0.4837133550488599,0.5484764542936288
elliptic,strict_inductive,sage,9,feature_only,feature_only,0.5140631761142361,0.4655862956078047,0.8801913733424064,0.7619047619047619,0.0590951061865189,0.7425149700598802,0.1144967682363804,0.6497005988023952,0.2003693444136657,0.1847030593881223,0.1104240282685512,0.0299539902707614,0.0,0.0,0.5861344537815126,False,train/val only,test,16670,1083,0.4837133550488599,0.5484764542936288
elliptic,strict_inductive,gcn,10,feature_only,feature_only,0.5128205128205128,0.4769079036422319,0.8763385165835037,0.8333333333333334,0.064635272391505,0.8263473053892215,0.1274238227146814,0.7005988023952096,0.2160664819944598,0.1918416316736652,0.1254416961130742,0.0176946756619483,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.5278592375366569,0.4986149584487535
elliptic,strict_inductive,sage,10,feature_only,feature_only,0.5128205128205128,0.4769079036422319,0.8763385165835037,0.8333333333333334,0.064635272391505,0.8263473053892215,0.1274238227146814,0.7005988023952096,0.2160664819944598,0.1918416316736652,0.146643109540636,0.029664582631631,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.5278592375366569,0.4986149584487535
elliptic,inductive_isolated,gcn,1,feature_only,feature_only,0.5101281521289789,0.467131898960503,0.8774880231715221,0.7261904761904762,0.0563250230840258,0.7305389221556886,0.1126500461680517,0.6676646706586826,0.2059095106186519,0.1829034193161367,0.1042402826855123,0.0194292893292453,0.0,0.0,0.5987394957983193,False,train/val only,test,16670,1083,0.4618263473053892,0.569713758079409
elliptic,inductive_isolated,sage,1,feature_only,feature_only,0.5101281521289789,0.467131898960503,0.8774880231715221,0.7261904761904762,0.0563250230840258,0.7305389221556886,0.1126500461680517,0.6676646706586826,0.2059095106186519,0.1829034193161367,0.0248175182481751,0.0044215713724768,0.0,0.0,0.5987394957983193,False,train/val only,test,16670,1083,0.4618263473053892,0.569713758079409
elliptic,inductive_isolated,gcn,2,feature_only,feature_only,0.5185185185185185,0.4866035313533174,0.8740354455239204,0.8333333333333334,0.064635272391505,0.8143712574850299,0.1255771006463527,0.7005988023952096,0.2160664819944598,0.1833833233353329,0.161660777385159,0.0261610418565201,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.4909240924092409,0.5493998153277931
elliptic,inductive_isolated,sage,2,feature_only,feature_only,0.5185185185185185,0.4866035313533174,0.8740354455239204,0.8333333333333334,0.064635272391505,0.8143712574850299,0.1255771006463527,0.7005988023952096,0.2160664819944598,0.1833833233353329,0.0859788359788359,0.0120870568844051,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.4909240924092409,0.5493998153277931
elliptic,inductive_isolated,gcn,3,feature_only,feature_only,0.4929971988795518,0.5053356997294912,0.8823085222485462,0.8333333333333334,0.064635272391505,0.8562874251497006,0.1320406278855032,0.7425149700598802,0.2289935364727608,0.1880623875224955,0.1395759717314487,0.0173862625034825,0.0,0.0,0.5987394957983193,False,train/val only,test,16670,1083,0.4350282485875706,0.5687903970452447
elliptic,inductive_isolated,sage,3,feature_only,feature_only,0.4929971988795518,0.5053356997294912,0.8823085222485462,0.8333333333333334,0.064635272391505,0.8562874251497006,0.1320406278855032,0.7425149700598802,0.2289935364727608,0.1880623875224955,0.0830388692579505,0.0198488921941367,0.0,0.0,0.5987394957983193,False,train/val only,test,16670,1083,0.4350282485875706,0.5687903970452447
elliptic,inductive_isolated,gcn,4,feature_only,feature_only,0.51319381255687,0.4147945177968485,0.8668361084813854,0.6666666666666666,0.051708217913204,0.6167664670658682,0.0951061865189289,0.5568862275449101,0.1717451523545706,0.1887222555488902,0.1704946996466431,0.0182145345896276,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.5058295964125561,0.5207756232686981
elliptic,inductive_isolated,sage,4,feature_only,feature_only,0.51319381255687,0.4147945177968485,0.8668361084813854,0.6666666666666666,0.051708217913204,0.6167664670658682,0.0951061865189289,0.5568862275449101,0.1717451523545706,0.1887222555488902,0.107773851590106,0.0208019235115457,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.5058295964125561,0.5207756232686981
elliptic,inductive_isolated,gcn,5,feature_only,feature_only,0.509392747924858,0.4213167919742409,0.8710705543916045,0.6309523809523809,0.0489381348107109,0.6047904191616766,0.0932594644506001,0.5508982035928144,0.1698984302862419,0.1873425314937012,0.0945229681978798,0.0096717273820613,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.4834162520729685,0.5383194829178208
elliptic,inductive_isolated,sage,5,feature_only,feature_only,0.509392747924858,0.4213167919742409,0.8710705543916045,0.6309523809523809,0.0489381348107109,0.6047904191616766,0.0932594644506001,0.5508982035928144,0.1698984302862419,0.1873425314937012,0.0317460317460317,0.0066373641540434,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.4834162520729685,0.5383194829178208
elliptic,inductive_isolated,gcn,6,feature_only,feature_only,0.5151237396883593,0.4212600055731494,0.8722414167025212,0.75,0.0581717451523545,0.6347305389221557,0.0978762696214219,0.5598802395209581,0.1726685133887349,0.1884823035392921,0.1307420494699646,0.011450281718023,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.5113739763421292,0.5189289012003694
elliptic,inductive_isolated,sage,6,feature_only,feature_only,0.5151237396883593,0.4212600055731494,0.8722414167025212,0.75,0.0581717451523545,0.6347305389221557,0.0978762696214219,0.5598802395209581,0.1726685133887349,0.1884823035392921,0.097173144876325,0.0170807111952953,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.5113739763421292,0.5189289012003694
elliptic,inductive_isolated,gcn,7,feature_only,feature_only,0.5194238323876036,0.4374685787819405,0.8717252065240578,0.7857142857142857,0.0609418282548476,0.6706586826347305,0.1034164358264081,0.5688622754491018,0.175438596491228,0.1831433713257348,0.1227915194346289,0.0182589754769519,0.0,0.0,0.5966386554621849,False,train/val only,test,16670,1083,0.4925496688741722,0.5493998153277931
elliptic,inductive_isolated,sage,7,feature_only,feature_only,0.5194238323876036,0.4374685787819405,0.8717252065240578,0.7857142857142857,0.0609418282548476,0.6706586826347305,0.1034164358264081,0.5688622754491018,0.175438596491228,0.1831433713257348,0.0697879858657243,0.0115464807163131,0.0,0.0,0.5966386554621849,False,train/val only,test,16670,1083,0.4925496688741722,0.5493998153277931
elliptic,inductive_isolated,gcn,8,feature_only,feature_only,0.5206463195691202,0.4252363349738167,0.8732587903087788,0.6428571428571429,0.0498614958448753,0.6347305389221557,0.0978762696214219,0.5419161676646707,0.1671283471837488,0.1847630473905219,0.1245583038869258,0.017647353420835,0.0,0.0,0.592436974789916,False,train/val only,test,16670,1083,0.5065502183406113,0.5355493998153278
elliptic,inductive_isolated,sage,8,feature_only,feature_only,0.5206463195691202,0.4252363349738167,0.8732587903087788,0.6428571428571429,0.0498614958448753,0.6347305389221557,0.0978762696214219,0.5419161676646707,0.1671283471837488,0.1847630473905219,0.0163800163800163,0.0032552668690626,0.0,0.0,0.592436974789916,False,train/val only,test,16670,1083,0.5065502183406113,0.5355493998153278
elliptic,inductive_isolated,gcn,9,feature_only,feature_only,0.5140631761142361,0.4655862956078047,0.8801913733424064,0.7619047619047619,0.0590951061865189,0.7425149700598802,0.1144967682363804,0.6497005988023952,0.2003693444136657,0.1847030593881223,0.1130742049469964,0.0120956640984107,0.0,0.0,0.5861344537815126,False,train/val only,test,16670,1083,0.4837133550488599,0.5484764542936288
elliptic,inductive_isolated,sage,9,feature_only,feature_only,0.5140631761142361,0.4655862956078047,0.8801913733424064,0.7619047619047619,0.0590951061865189,0.7425149700598802,0.1144967682363804,0.6497005988023952,0.2003693444136657,0.1847030593881223,0.0423280423280423,0.0107891347570989,0.0,0.0,0.5861344537815126,False,train/val only,test,16670,1083,0.4837133550488599,0.5484764542936288
elliptic,inductive_isolated,gcn,10,feature_only,feature_only,0.5128205128205128,0.4769079036422319,0.8763385165835037,0.8333333333333334,0.064635272391505,0.8263473053892215,0.1274238227146814,0.7005988023952096,0.2160664819944598,0.1918416316736652,0.1952296819787985,0.0254322448307341,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.5278592375366569,0.4986149584487535
elliptic,inductive_isolated,sage,10,feature_only,feature_only,0.5128205128205128,0.4769079036422319,0.8763385165835037,0.8333333333333334,0.064635272391505,0.8263473053892215,0.1274238227146814,0.7005988023952096,0.2160664819944598,0.1918416316736652,0.0865724381625441,0.0173255155039472,0.0,0.0,0.5945378151260504,False,train/val only,test,16670,1083,0.5278592375366569,0.4986149584487535
elliptic,transductive,gcn,1,feature_only,feature_only,0.5207057976233346,0.3721138741224439,0.8653739079035783,0.4047619047619047,0.0313942751615881,0.4311377245508982,0.0664819944598338,0.3982035928143712,0.1228070175438596,0.1662267546490702,0.1138686131386861,0.0146914908367993,0.0,0.0,0.5966386554621849,False,train/val only,test,16670,1083,0.4268004722550177,0.667590027700831
