path,sha256_initial,sha256_current,identical
kaggle_workspace/manifests/V22_FINAL_GPU_EVIDENCE_LOCK.json,f63010e09a5f1303972fc01183e991d415d0f5d95b721bd03a1b6cce257e1d60,f63010e09a5f1303972fc01183e991d415d0f5d95b721bd03a1b6cce257e1d60,true
manuscript_assets/tables/V22_FULL10_MERGE_STATUS.csv,6737a1b063d48910774ce7d3ce2a336692a69c32ff22729ce513e9984f94ef13,6737a1b063d48910774ce7d3ce2a336692a69c32ff22729ce513e9984f94ef13,true
manuscript_assets/tables/V22_GPU_EVIDENCE_STATUS_TABLE.csv,b86ffed555edca1b8b224ef54b9721616c69cca95c6a272c2a066e39a438e6ed,b86ffed555edca1b8b224ef54b9721616c69cca95c6a272c2a066e39a438e6ed,true
manuscript_assets/tables/V22_IMPORTED_OUTPUTS_STATUS.csv,68611d96527066dbe296cbf96224f380a293148b5525fe46cdf45291412e9502,68611d96527066dbe296cbf96224f380a293148b5525fe46cdf45291412e9502,true
manuscript_assets/tables/V22_RB28_LOSS_ROBUSTNESS_FULL10.csv,a3383ea5f13cadf554777e5869ba977cb3816ec9120cd421b607ccffdb9ae82d,a3383ea5f13cadf554777e5869ba977cb3816ec9120cd421b607ccffdb9ae82d,true
manuscript_assets/tables/V22_RB29_NEGATIVE_CONTROLS_FULL10.csv,300209a053a3ae2e603f38b97808944241d19819516b6358e78eac61df2c904a,300209a053a3ae2e603f38b97808944241d19819516b6358e78eac61df2c904a,true
manuscript_assets/tables/V22_RB30_EXTRA_ARCH_FULL10_OR_BLOCKED.csv,606c5e1bb15b59ca8049185b0f2a4ffdc48a5af0b76e8bf4a00d397f373e8c05,606c5e1bb15b59ca8049185b0f2a4ffdc48a5af0b76e8bf4a00d397f373e8c05,true
manuscript_assets/tables/V22_STAT_TESTS_FULL10.csv,513f1fb5c2dbae2f63255fd384c62fe86394a15746c31792a92a1f287b8ddadd,513f1fb5c2dbae2f63255fd384c62fe86394a15746c31792a92a1f287b8ddadd,true
paper/pdf/FraudShiftBench_TKDE_main.pdf,2e28c7a08f4762cfebef085d7ccd5c76ad86866eba753fc8e7a0b107910e97e7,2e28c7a08f4762cfebef085d7ccd5c76ad86866eba753fc8e7a0b107910e97e7,true
paper/pdf/FraudShiftBench_TKDE_supplement.pdf,c99ec28b0ee0edeb2a0ce18dc10fed1bbd76be66e333be0cf6350b386cce8fc5,c99ec28b0ee0edeb2a0ce18dc10fed1bbd76be66e333be0cf6350b386cce8fc5,true
paper_tkde/README_BUILD.md,e5fa357f23fd049233076f272abafbde34774658d7486419643068d13cb4bbec,e5fa357f23fd049233076f272abafbde34774658d7486419643068d13cb4bbec,true
paper_tkde/figures/fig01_deployment_contract.pdf,01306009141066f7389f068793319b8d7d20d7bef5bb3ed36f69f35776bdcc13,01306009141066f7389f068793319b8d7d20d7bef5bb3ed36f69f35776bdcc13,true
paper_tkde/figures/fig01_deployment_contract.png,ff2570c55a983788c1e70c2383d33f69f186bdea682e723507e44e3f07a91345,ff2570c55a983788c1e70c2383d33f69f186bdea682e723507e44e3f07a91345,true
paper_tkde/figures/fig02_protocol_architecture_effects.pdf,7ceae607d33d1335938856c26a5feecf8fca8bf14ead081ee1905fc0fcedb4b8,7ceae607d33d1335938856c26a5feecf8fca8bf14ead081ee1905fc0fcedb4b8,true
paper_tkde/figures/fig02_protocol_architecture_effects.png,33075f58bbd94de499c46ec1563459eed39677bc9e265c86db5313b862eea6fb,33075f58bbd94de499c46ec1563459eed39677bc9e265c86db5313b862eea6fb,true
paper_tkde/figures/fig03_ibm_metric_scale_construction.pdf,1689d162b1c716e65b246a393249e26a5348bf92c0017b1a8f79ae54ac299482,1689d162b1c716e65b246a393249e26a5348bf92c0017b1a8f79ae54ac299482,true
paper_tkde/figures/fig03_ibm_metric_scale_construction.png,6e81fe57cb84855ab3897da8350dbe200f3b829132e6de70926a835fcec7c7d5,6e81fe57cb84855ab3897da8350dbe200f3b829132e6de70926a835fcec7c7d5,true
paper_tkde/figures/fig04_rank_decision_divergence.pdf,39e70089cc947dede863cf1f148ae3283500d2aebf77b6d8b321b5a43469f5a0,39e70089cc947dede863cf1f148ae3283500d2aebf77b6d8b321b5a43469f5a0,true
paper_tkde/figures/fig04_rank_decision_divergence.png,b10a0e8fb5059e88ab9b05b751b708edfb8432107240c5dd8c8e575b519da7ab,b10a0e8fb5059e88ab9b05b751b708edfb8432107240c5dd8c8e575b519da7ab,true
paper_tkde/figures/fig05_matched_ablation_effects.pdf,0cdbd83e47dfac03570f081afa6bff1fc0654cfb8c1351f7fb717b02764bc2f7,0cdbd83e47dfac03570f081afa6bff1fc0654cfb8c1351f7fb717b02764bc2f7,true
paper_tkde/figures/fig05_matched_ablation_effects.png,9bad0be7c558f9a345cd40d2efe3fa75a94cd1f0c34cedb1803f1422e7dceb34,9bad0be7c558f9a345cd40d2efe3fa75a94cd1f0c34cedb1803f1422e7dceb34,true
paper_tkde/figures/fig06_runtime_resource_pareto.pdf,91c6e90a5ace7263023b37f9e1c660be649c7702d93e7ebba9f8e5fec5562c55,91c6e90a5ace7263023b37f9e1c660be649c7702d93e7ebba9f8e5fec5562c55,true
paper_tkde/figures/fig06_runtime_resource_pareto.png,43318700c803d92de45ca2ba748c7153f4f552c1b5039f68109d0005934cb019,43318700c803d92de45ca2ba748c7153f4f552c1b5039f68109d0005934cb019,true
paper_tkde/figures/fig07_review_budget_analysis.pdf,6a53931b1cae422c479fd8ebfc85ca9bdec3ce1a89f144cdd32b0ff7e28f676c,6a53931b1cae422c479fd8ebfc85ca9bdec3ce1a89f144cdd32b0ff7e28f676c,true
paper_tkde/figures/fig07_review_budget_analysis.png,f9ab0986de7840ddb3a6d458edec14a9aa15f833662875deca22251d11645c40,f9ab0986de7840ddb3a6d458edec14a9aa15f833662875deca22251d11645c40,true
paper_tkde/figures/fig08_claim_support_validation.pdf,819506ea3177ecaa8eeb8b45248d206c2af8fd144764d8241f64d209d5b48abe,819506ea3177ecaa8eeb8b45248d206c2af8fd144764d8241f64d209d5b48abe,true
paper_tkde/figures/fig08_claim_support_validation.png,66b87c4ed255465bdc90c9f22244c29bc1502d75ba63c6c98b8686bdd9ae1011,66b87c4ed255465bdc90c9f22244c29bc1502d75ba63c6c98b8686bdd9ae1011,true
paper_tkde/main.tex,9490a4c0b1d60ec8ba1d1de2ffbfe0a21e9235b4e88b63846baaeb517e6d156e,9490a4c0b1d60ec8ba1d1de2ffbfe0a21e9235b4e88b63846baaeb517e6d156e,true
paper_tkde/references.bib,f4c8f2e8625a77981f5180c0ee996115461707850ef6445e61a856df33b5da34,f4c8f2e8625a77981f5180c0ee996115461707850ef6445e61a856df33b5da34,true
paper_tkde/sections/01_abstract.tex,56124273912e251cbb2cf4b7b357f5c33003891d2b9b8249450a8d0d88f76dcf,56124273912e251cbb2cf4b7b357f5c33003891d2b9b8249450a8d0d88f76dcf,true
paper_tkde/sections/02_introduction.tex,aa9a07507a56f382187ff5f1814ff01755059f5809337368c057e63ad52647e5,aa9a07507a56f382187ff5f1814ff01755059f5809337368c057e63ad52647e5,true
paper_tkde/sections/03_related_work.tex,ec27af6cb89903db99a45d4acde63a0576529c43c0cea0e23589104d7c1b1be7,ec27af6cb89903db99a45d4acde63a0576529c43c0cea0e23589104d7c1b1be7,true
paper_tkde/sections/04_deployment_claim_contracts.tex,388cf0bd968c8a2aafddbb587fcb64982dada8e378da97f1a5efd305d021e503,388cf0bd968c8a2aafddbb587fcb64982dada8e378da97f1a5efd305d021e503,true
paper_tkde/sections/05_benchmark_instantiation.tex,6db1638ae8065d698d34b6dd079a29d8c2eddb2297d57d697a36f46db1ad29a0,6db1638ae8065d698d34b6dd079a29d8c2eddb2297d57d697a36f46db1ad29a0,true
paper_tkde/sections/06_experimental_design.tex,f99e0ea01f840da4e17ad616913dc92a49b0ba85d9b9cc8d6ea62cdab7eb910a,f99e0ea01f840da4e17ad616913dc92a49b0ba85d9b9cc8d6ea62cdab7eb910a,true
paper_tkde/sections/07_results_protocol_architecture.tex,0d953c5ed78a4a752799c4219ba9008160f88e66def706a5ab79467c54c836d9,0d953c5ed78a4a752799c4219ba9008160f88e66def706a5ab79467c54c836d9,true
paper_tkde/sections/08_results_construction_decisions.tex,e1039283f7ba70edd3db13eda296c29615131789fed2317bd4e18fa6f83321cf,e1039283f7ba70edd3db13eda296c29615131789fed2317bd4e18fa6f83321cf,true
paper_tkde/sections/09_framework_validation_graphsafe.tex,3e59e2fafc2589528b67f991b7d9c2bdc1f6a3e692c395c95affc1ec10cf5ca3,3e59e2fafc2589528b67f991b7d9c2bdc1f6a3e692c395c95affc1ec10cf5ca3,true
paper_tkde/sections/10_implications_validity_artifact.tex,975640c11c6c6d46f46b023377f887cd7ca02847c18199abcf1e2b6b270aa832,975640c11c6c6d46f46b023377f887cd7ca02847c18199abcf1e2b6b270aa832,true
paper_tkde/sections/11_conclusion.tex,7697c658cd50aa78332f2dcad035906ec6ce16fc724cab3ac76954c51fb2deec,7697c658cd50aa78332f2dcad035906ec6ce16fc724cab3ac76954c51fb2deec,true
paper_tkde/supplement/sections/01_scope_navigation.tex,791d93422429319879af1bbd5aa2356b6726782d4a97616c9de8f62648446485,791d93422429319879af1bbd5aa2356b6726782d4a97616c9de8f62648446485,true
paper_tkde/supplement/sections/02_notation_definitions.tex,76b89fcf94142be3423132062a7cb1add3ddce1e6ec8486b8d266bd77ea5d6e5,76b89fcf94142be3423132062a7cb1add3ddce1e6ec8486b8d266bd77ea5d6e5,true
paper_tkde/supplement/sections/03_support_validation.tex,f0a4b1c4a8b67186157f698d21afcf42505abf572822eae081604b66c014b8a1,f0a4b1c4a8b67186157f698d21afcf42505abf572822eae081604b66c014b8a1,true
paper_tkde/supplement/sections/04_dataset_cards.tex,ff5006fdd10f30c2fd632200abcbbe9d7760a712aa670d3e9d5d0003f8b435a6,ff5006fdd10f30c2fd632200abcbbe9d7760a712aa670d3e9d5d0003f8b435a6,true
paper_tkde/supplement/sections/05_temporal_visibility.tex,d928cb10a2f2a4af9504dbb2087b89d3c2f7cae764b92d11d5c2baee87bdc917,d928cb10a2f2a4af9504dbb2087b89d3c2f7cae764b92d11d5c2baee87bdc917,true
paper_tkde/supplement/sections/06_graph_constructions.tex,47f53a73de9e1e27633c4aa44c2cf852f0f111ebb862a7410c2fa3ccc9bd884b,47f53a73de9e1e27633c4aa44c2cf852f0f111ebb862a7410c2fa3ccc9bd884b,true
paper_tkde/supplement/sections/07_model_cards.tex,b49d84ad13bcffd4d0f5d084a3dff0dced4ff2dfd53e451fa5037498c99bd06b,b49d84ad13bcffd4d0f5d084a3dff0dced4ff2dfd53e451fa5037498c99bd06b,true
paper_tkde/supplement/sections/08_optimization_selection.tex,2bbc0a03cee7a27b28888a0365784a1a6da3c4962284a9e5d596deea37cc1408,2bbc0a03cee7a27b28888a0365784a1a6da3c4962284a9e5d596deea37cc1408,true
paper_tkde/supplement/sections/09_metrics_statistics_v2.tex,f1853ee5efe31a8499ae7915ee0e927bd62f1ef9d7490ca5b81f2ad162c05152,f1853ee5efe31a8499ae7915ee0e927bd62f1ef9d7490ca5b81f2ad162c05152,true
paper_tkde/supplement/sections/10_protocol_results.tex,d6b5067cef405796f64de4ce553895f8b618c3283be8febf5e9607eebd3b7810,d6b5067cef405796f64de4ce553895f8b618c3283be8febf5e9607eebd3b7810,true
paper_tkde/supplement/sections/11_robustness_controls.tex,4223bb3338a79821d9611099ecfbfcc6c6557f02ea5ee53c31e11b5ba9dfb3ce,4223bb3338a79821d9611099ecfbfcc6c6557f02ea5ee53c31e11b5ba9dfb3ce,true
paper_tkde/supplement/sections/12_ibm_baselines.tex,bf302438927f7e4ad1bf004cae7412b199e0ad284d0a7299fd3d1ad8aabed025,bf302438927f7e4ad1bf004cae7412b199e0ad284d0a7299fd3d1ad8aabed025,true
paper_tkde/supplement/sections/13_ibm_graph_scale.tex,2c51d7273e2b6e24590b41c876abe1e959fc173d9442d969dd81ac1b9dc1f42f,2c51d7273e2b6e24590b41c876abe1e959fc173d9442d969dd81ac1b9dc1f42f,true
paper_tkde/supplement/sections/14_rank_decision.tex,97c0225a91796b82bcf9c96388e6d3e5473da56d67975e76f20073fcb0b4c9a0,97c0225a91796b82bcf9c96388e6d3e5473da56d67975e76f20073fcb0b4c9a0,true
paper_tkde/supplement/sections/15_review_calibration.tex,7da9e60d1923b0fe14e6d8a7b9046dd2c924d7659f04a19ae2ec8ca5b6357c51,7da9e60d1923b0fe14e6d8a7b9046dd2c924d7659f04a19ae2ec8ca5b6357c51,true
paper_tkde/supplement/sections/16_graphsafe_case_v2.tex,381fcf054e2ff7a89e4d9aeeb8d6009d024f1c1bb5db6c4e8a1498134e1436eb,381fcf054e2ff7a89e4d9aeeb8d6009d024f1c1bb5db6c4e8a1498134e1436eb,true
paper_tkde/supplement/sections/17_resource_cases.tex,2644f2e07a015dbdaea6937573a082de8d2c72ec6dc5decea3fd85d8fbb23d6d,2644f2e07a015dbdaea6937573a082de8d2c72ec6dc5decea3fd85d8fbb23d6d,true
paper_tkde/supplement/sections/18_claim_provenance.tex,e3b47a62b0f9366e0b8fbcb219eecd670b11bbacbf57a6dfa8a76630ff3554d1,e3b47a62b0f9366e0b8fbcb219eecd670b11bbacbf57a6dfa8a76630ff3554d1,true
paper_tkde/supplement/sections/19_reproduction_artifact.tex,d354e9f0fd68ace6125ac3e5d6f860c6f858b2a906bd5f13d8fa87a26ebfaad8,d354e9f0fd68ace6125ac3e5d6f860c6f858b2a906bd5f13d8fa87a26ebfaad8,true
paper_tkde/supplement/sections/20_limitations_ethics.tex,d665f28041afdb18f2aa07840f2691aa9d7cf0bf7af4d3a09f57dd2ada2bbcba,d665f28041afdb18f2aa07840f2691aa9d7cf0bf7af4d3a09f57dd2ada2bbcba,true
paper_tkde/supplement/supplement.tex,f96bcff440c3fb686f90a2db477106dd1ccc73430493e69ce9795ceec724e301,f96bcff440c3fb686f90a2db477106dd1ccc73430493e69ce9795ceec724e301,true
paper_tkde/supplement/tables/table_v2_calibration.tex,6e470802817eabe4fd22bb8794bc78eac04c65cd3452fadb1c3349c4630bd71c,6e470802817eabe4fd22bb8794bc78eac04c65cd3452fadb1c3349c4630bd71c,true
paper_tkde/supplement/tables/table_v2_claims_decision.tex,37d5456fc06de98175835e8decb890b21fdf7773abb7a157d1e07371f7498234,37d5456fc06de98175835e8decb890b21fdf7773abb7a157d1e07371f7498234,true
