dataset,task,protocol_id,source_protocol,expert_id,source_model,expert_prediction_seed,fold,status,reason_codes,artifact_family,canonical_inventory_path,canonical_inventory_sha256,indexed_prediction_path,indexed_prediction_checksum,indexed_size_bytes,resolved_prediction_path,resolved_prediction_checksum,raw_navigation_candidates,source_package,source_archive_path,source_archive_sha256,source_archive_member,archive_present,original_version_alias,alias_lineage,result_path,result_checksum,import_validation,import_validation_path,lock_membership,config_payload,config_sha256,config_provenance_type,config_provenance_path,code_provenance_type,code_provenance_value,code_provenance_path,routing_cost_value,routing_cost_unit,routing_cost_provenance,measured_compute_available,measured_compute_record,base_coordinate_id,base_artifact_hash
dgraphfin,node_classification,isolated_inductive,inductive_isolated,feature_mlp,mlp,1,fold0,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,RB09v3_structure_decay_10seed,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/predictions_manifest.json,528152753c1887ae6fa64631fddbd53926938d9e358b7eb4f003ad2c508b2d4e,kaggleoutputs/dgraphfin_10seed_inductive_isolated/predictions/dgraphfin__inductive_isolated__mlp__seed1.csv,,187148736,,,,dgraphfin_10seed_inductive_isolated.zip,$HISTORICAL_GNN_FRAUD_REPO/kaggleoutputs/dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__mlp__seed1.csv,false,RB09v3,,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv#dgraphfin:inductive_isolated:mlp:seed1,d9f77bfd14ccaf157780858e35ecfee96af1e2fbf60f3559ad888d14c0ace2e9,RB15_IMPORT_ERRORS_EMPTY_AND_MEMBER_REFERENCED,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb15_graphsafe_tta/import_manifest.json,RB09V3_ARTIFACT_FAMILY_180_AND_RB15_CONSUMED_MEMBER,"{""command"":""/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets dgraphfin --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 64 --num-layers 2 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions"",""early_stopping_metric"":""val_f1"",""early_stopping_split"":""validation"",""graph_mode"":""inductive_isolated_eval"",""scaler_mode"":""train_only"",""split_name"":""t1-14_val15-16_test17-20""}",9ff83529acf18a9128ee8ef0ce4c80c738c6346f08a229acc0bc6d38d0896e44,CANONICAL_RESULT_COMMAND_AND_FIELDS,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,UNRESOLVED_LEGACY_CODE,tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,,,UNRESOLVED,true,"{""device"":""cuda"",""hardware"":""unresolved_from_per_run_record"",""measurement_scope"":""per_run_result_record"",""peak_memory"":null,""runtime_seconds"":24.501}",675638befa2d945be57bc01fb298623ad278449f8a5343a23d7a623d0d04652a,
dgraphfin,node_classification,isolated_inductive,inductive_isolated,feature_mlp,mlp,2,fold0,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,RB09v3_structure_decay_10seed,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/predictions_manifest.json,528152753c1887ae6fa64631fddbd53926938d9e358b7eb4f003ad2c508b2d4e,kaggleoutputs/dgraphfin_10seed_inductive_isolated/predictions/dgraphfin__inductive_isolated__mlp__seed2.csv,,187149918,,,,dgraphfin_10seed_inductive_isolated.zip,$HISTORICAL_GNN_FRAUD_REPO/kaggleoutputs/dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__mlp__seed2.csv,false,RB09v3,,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv#dgraphfin:inductive_isolated:mlp:seed2,d9f77bfd14ccaf157780858e35ecfee96af1e2fbf60f3559ad888d14c0ace2e9,RB15_IMPORT_ERRORS_EMPTY_AND_MEMBER_REFERENCED,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb15_graphsafe_tta/import_manifest.json,RB09V3_ARTIFACT_FAMILY_180_AND_RB15_CONSUMED_MEMBER,"{""command"":""/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets dgraphfin --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 64 --num-layers 2 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions"",""early_stopping_metric"":""val_f1"",""early_stopping_split"":""validation"",""graph_mode"":""inductive_isolated_eval"",""scaler_mode"":""train_only"",""split_name"":""t1-14_val15-16_test17-20""}",1ba45869f075247dc9d4fdcaf2ef6b8b7d99e402e103dae58aae2047f3d4e8bf,CANONICAL_RESULT_COMMAND_AND_FIELDS,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,UNRESOLVED_LEGACY_CODE,tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,,,UNRESOLVED,true,"{""device"":""cuda"",""hardware"":""unresolved_from_per_run_record"",""measurement_scope"":""per_run_result_record"",""peak_memory"":null,""runtime_seconds"":24.221}",67336dcaa82c7029c86a3c94d6b4908ff38db51574da609b41e8b3aa30534d72,
dgraphfin,node_classification,isolated_inductive,inductive_isolated,feature_mlp,mlp,3,fold0,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,RB09v3_structure_decay_10seed,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/predictions_manifest.json,528152753c1887ae6fa64631fddbd53926938d9e358b7eb4f003ad2c508b2d4e,kaggleoutputs/dgraphfin_10seed_inductive_isolated/predictions/dgraphfin__inductive_isolated__mlp__seed3.csv,,187123905,,,,dgraphfin_10seed_inductive_isolated.zip,$HISTORICAL_GNN_FRAUD_REPO/kaggleoutputs/dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__mlp__seed3.csv,false,RB09v3,,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv#dgraphfin:inductive_isolated:mlp:seed3,d9f77bfd14ccaf157780858e35ecfee96af1e2fbf60f3559ad888d14c0ace2e9,RB15_IMPORT_ERRORS_EMPTY_AND_MEMBER_REFERENCED,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb15_graphsafe_tta/import_manifest.json,RB09V3_ARTIFACT_FAMILY_180_AND_RB15_CONSUMED_MEMBER,"{""command"":""/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets dgraphfin --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 64 --num-layers 2 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions"",""early_stopping_metric"":""val_f1"",""early_stopping_split"":""validation"",""graph_mode"":""inductive_isolated_eval"",""scaler_mode"":""train_only"",""split_name"":""t1-14_val15-16_test17-20""}",9ff83529acf18a9128ee8ef0ce4c80c738c6346f08a229acc0bc6d38d0896e44,CANONICAL_RESULT_COMMAND_AND_FIELDS,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,UNRESOLVED_LEGACY_CODE,tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,,,UNRESOLVED,true,"{""device"":""cuda"",""hardware"":""unresolved_from_per_run_record"",""measurement_scope"":""per_run_result_record"",""peak_memory"":null,""runtime_seconds"":24.645}",e375af8b19798adc731f5c9aa462d9a3c50957e0d731036ac29f1c84ca1af9fe,
dgraphfin,node_classification,isolated_inductive,inductive_isolated,feature_mlp,mlp,4,fold0,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,RB09v3_structure_decay_10seed,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/predictions_manifest.json,528152753c1887ae6fa64631fddbd53926938d9e358b7eb4f003ad2c508b2d4e,kaggleoutputs/dgraphfin_10seed_inductive_isolated/predictions/dgraphfin__inductive_isolated__mlp__seed4.csv,,187054623,,,,dgraphfin_10seed_inductive_isolated.zip,$HISTORICAL_GNN_FRAUD_REPO/kaggleoutputs/dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__mlp__seed4.csv,false,RB09v3,,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv#dgraphfin:inductive_isolated:mlp:seed4,d9f77bfd14ccaf157780858e35ecfee96af1e2fbf60f3559ad888d14c0ace2e9,RB15_IMPORT_ERRORS_EMPTY_AND_MEMBER_REFERENCED,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb15_graphsafe_tta/import_manifest.json,RB09V3_ARTIFACT_FAMILY_180_AND_RB15_CONSUMED_MEMBER,"{""command"":""/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets dgraphfin --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 64 --num-layers 2 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions"",""early_stopping_metric"":""val_f1"",""early_stopping_split"":""validation"",""graph_mode"":""inductive_isolated_eval"",""scaler_mode"":""train_only"",""split_name"":""t1-14_val15-16_test17-20""}",1ba45869f075247dc9d4fdcaf2ef6b8b7d99e402e103dae58aae2047f3d4e8bf,CANONICAL_RESULT_COMMAND_AND_FIELDS,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,UNRESOLVED_LEGACY_CODE,tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,,,UNRESOLVED,true,"{""device"":""cuda"",""hardware"":""unresolved_from_per_run_record"",""measurement_scope"":""per_run_result_record"",""peak_memory"":null,""runtime_seconds"":24.097}",db3fd0a87d762d29536659033e5f7513ec1e9322508833a7e5d9a456e25b2a25,
dgraphfin,node_classification,isolated_inductive,inductive_isolated,feature_mlp,mlp,5,fold0,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,RB09v3_structure_decay_10seed,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/predictions_manifest.json,528152753c1887ae6fa64631fddbd53926938d9e358b7eb4f003ad2c508b2d4e,kaggleoutputs/dgraphfin_10seed_inductive_isolated/predictions/dgraphfin__inductive_isolated__mlp__seed5.csv,,187072389,,,,dgraphfin_10seed_inductive_isolated.zip,$HISTORICAL_GNN_FRAUD_REPO/kaggleoutputs/dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__mlp__seed5.csv,false,RB09v3,,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv#dgraphfin:inductive_isolated:mlp:seed5,d9f77bfd14ccaf157780858e35ecfee96af1e2fbf60f3559ad888d14c0ace2e9,RB15_IMPORT_ERRORS_EMPTY_AND_MEMBER_REFERENCED,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb15_graphsafe_tta/import_manifest.json,RB09V3_ARTIFACT_FAMILY_180_AND_RB15_CONSUMED_MEMBER,"{""command"":""/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets dgraphfin --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 64 --num-layers 2 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions"",""early_stopping_metric"":""val_f1"",""early_stopping_split"":""validation"",""graph_mode"":""inductive_isolated_eval"",""scaler_mode"":""train_only"",""split_name"":""t1-14_val15-16_test17-20""}",9ff83529acf18a9128ee8ef0ce4c80c738c6346f08a229acc0bc6d38d0896e44,CANONICAL_RESULT_COMMAND_AND_FIELDS,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,UNRESOLVED_LEGACY_CODE,tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,,,UNRESOLVED,true,"{""device"":""cuda"",""hardware"":""unresolved_from_per_run_record"",""measurement_scope"":""per_run_result_record"",""peak_memory"":null,""runtime_seconds"":24.56}",e4c6cbc7bee75edd8fa43c93a103644002e2a6d3f9e4b785bb7729d236d5a59f,
dgraphfin,node_classification,isolated_inductive,inductive_isolated,feature_mlp,mlp,6,fold0,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,RB09v3_structure_decay_10seed,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/predictions_manifest.json,528152753c1887ae6fa64631fddbd53926938d9e358b7eb4f003ad2c508b2d4e,kaggleoutputs/dgraphfin_10seed_inductive_isolated/predictions/dgraphfin__inductive_isolated__mlp__seed6.csv,,186989198,,,,dgraphfin_10seed_inductive_isolated.zip,$HISTORICAL_GNN_FRAUD_REPO/kaggleoutputs/dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__mlp__seed6.csv,false,RB09v3,,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv#dgraphfin:inductive_isolated:mlp:seed6,d9f77bfd14ccaf157780858e35ecfee96af1e2fbf60f3559ad888d14c0ace2e9,RB15_IMPORT_ERRORS_EMPTY_AND_MEMBER_REFERENCED,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb15_graphsafe_tta/import_manifest.json,RB09V3_ARTIFACT_FAMILY_180_AND_RB15_CONSUMED_MEMBER,"{""command"":""/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets dgraphfin --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 64 --num-layers 2 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions"",""early_stopping_metric"":""val_f1"",""early_stopping_split"":""validation"",""graph_mode"":""inductive_isolated_eval"",""scaler_mode"":""train_only"",""split_name"":""t1-14_val15-16_test17-20""}",1ba45869f075247dc9d4fdcaf2ef6b8b7d99e402e103dae58aae2047f3d4e8bf,CANONICAL_RESULT_COMMAND_AND_FIELDS,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,UNRESOLVED_LEGACY_CODE,tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,,,UNRESOLVED,true,"{""device"":""cuda"",""hardware"":""unresolved_from_per_run_record"",""measurement_scope"":""per_run_result_record"",""peak_memory"":null,""runtime_seconds"":24.086}",757e88ee61b20d96ec7d16efd96a6d512ae6baab0d48d4ef6f6da516f07a50ef,
dgraphfin,node_classification,isolated_inductive,inductive_isolated,feature_mlp,mlp,7,fold0,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,RB09v3_structure_decay_10seed,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/predictions_manifest.json,528152753c1887ae6fa64631fddbd53926938d9e358b7eb4f003ad2c508b2d4e,kaggleoutputs/dgraphfin_10seed_inductive_isolated/predictions/dgraphfin__inductive_isolated__mlp__seed7.csv,,187068595,,,,dgraphfin_10seed_inductive_isolated.zip,$HISTORICAL_GNN_FRAUD_REPO/kaggleoutputs/dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__mlp__seed7.csv,false,RB09v3,,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv#dgraphfin:inductive_isolated:mlp:seed7,d9f77bfd14ccaf157780858e35ecfee96af1e2fbf60f3559ad888d14c0ace2e9,RB15_IMPORT_ERRORS_EMPTY_AND_MEMBER_REFERENCED,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb15_graphsafe_tta/import_manifest.json,RB09V3_ARTIFACT_FAMILY_180_AND_RB15_CONSUMED_MEMBER,"{""command"":""/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets dgraphfin --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 64 --num-layers 2 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions"",""early_stopping_metric"":""val_f1"",""early_stopping_split"":""validation"",""graph_mode"":""inductive_isolated_eval"",""scaler_mode"":""train_only"",""split_name"":""t1-14_val15-16_test17-20""}",9ff83529acf18a9128ee8ef0ce4c80c738c6346f08a229acc0bc6d38d0896e44,CANONICAL_RESULT_COMMAND_AND_FIELDS,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,UNRESOLVED_LEGACY_CODE,tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,,,UNRESOLVED,true,"{""device"":""cuda"",""hardware"":""unresolved_from_per_run_record"",""measurement_scope"":""per_run_result_record"",""peak_memory"":null,""runtime_seconds"":24.552}",3ad42754e59f2d60175def7386ea20bbe6dc6be614e07da53e9faa4a1911321a,
dgraphfin,node_classification,isolated_inductive,inductive_isolated,feature_mlp,mlp,8,fold0,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,RB09v3_structure_decay_10seed,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/predictions_manifest.json,528152753c1887ae6fa64631fddbd53926938d9e358b7eb4f003ad2c508b2d4e,kaggleoutputs/dgraphfin_10seed_inductive_isolated/predictions/dgraphfin__inductive_isolated__mlp__seed8.csv,,186980402,,,,dgraphfin_10seed_inductive_isolated.zip,$HISTORICAL_GNN_FRAUD_REPO/kaggleoutputs/dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__mlp__seed8.csv,false,RB09v3,,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv#dgraphfin:inductive_isolated:mlp:seed8,d9f77bfd14ccaf157780858e35ecfee96af1e2fbf60f3559ad888d14c0ace2e9,RB15_IMPORT_ERRORS_EMPTY_AND_MEMBER_REFERENCED,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb15_graphsafe_tta/import_manifest.json,RB09V3_ARTIFACT_FAMILY_180_AND_RB15_CONSUMED_MEMBER,"{""command"":""/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets dgraphfin --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 64 --num-layers 2 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions"",""early_stopping_metric"":""val_f1"",""early_stopping_split"":""validation"",""graph_mode"":""inductive_isolated_eval"",""scaler_mode"":""train_only"",""split_name"":""t1-14_val15-16_test17-20""}",1ba45869f075247dc9d4fdcaf2ef6b8b7d99e402e103dae58aae2047f3d4e8bf,CANONICAL_RESULT_COMMAND_AND_FIELDS,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,UNRESOLVED_LEGACY_CODE,tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,,,UNRESOLVED,true,"{""device"":""cuda"",""hardware"":""unresolved_from_per_run_record"",""measurement_scope"":""per_run_result_record"",""peak_memory"":null,""runtime_seconds"":24.072}",b5fc3f6aec88ab25e47ab0a78e06b2ad3554e6af829288c7d8ceb4d71d5e1093,
dgraphfin,node_classification,isolated_inductive,inductive_isolated,feature_mlp,mlp,9,fold0,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,RB09v3_structure_decay_10seed,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/predictions_manifest.json,528152753c1887ae6fa64631fddbd53926938d9e358b7eb4f003ad2c508b2d4e,kaggleoutputs/dgraphfin_10seed_inductive_isolated/predictions/dgraphfin__inductive_isolated__mlp__seed9.csv,,187141072,,,,dgraphfin_10seed_inductive_isolated.zip,$HISTORICAL_GNN_FRAUD_REPO/kaggleoutputs/dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__mlp__seed9.csv,false,RB09v3,,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv#dgraphfin:inductive_isolated:mlp:seed9,d9f77bfd14ccaf157780858e35ecfee96af1e2fbf60f3559ad888d14c0ace2e9,RB15_IMPORT_ERRORS_EMPTY_AND_MEMBER_REFERENCED,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb15_graphsafe_tta/import_manifest.json,RB09V3_ARTIFACT_FAMILY_180_AND_RB15_CONSUMED_MEMBER,"{""command"":""/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets dgraphfin --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 64 --num-layers 2 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 1,3,5,7,9 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions"",""early_stopping_metric"":""val_f1"",""early_stopping_split"":""validation"",""graph_mode"":""inductive_isolated_eval"",""scaler_mode"":""train_only"",""split_name"":""t1-14_val15-16_test17-20""}",9ff83529acf18a9128ee8ef0ce4c80c738c6346f08a229acc0bc6d38d0896e44,CANONICAL_RESULT_COMMAND_AND_FIELDS,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,UNRESOLVED_LEGACY_CODE,tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,,,UNRESOLVED,true,"{""device"":""cuda"",""hardware"":""unresolved_from_per_run_record"",""measurement_scope"":""per_run_result_record"",""peak_memory"":null,""runtime_seconds"":24.682}",9b49543f519d6cfd9c2014da22d81dae40805a3dbcd828832e03bd49edcfd580,
dgraphfin,node_classification,isolated_inductive,inductive_isolated,feature_mlp,mlp,10,fold0,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,RB09v3_structure_decay_10seed,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/predictions_manifest.json,528152753c1887ae6fa64631fddbd53926938d9e358b7eb4f003ad2c508b2d4e,kaggleoutputs/dgraphfin_10seed_inductive_isolated/predictions/dgraphfin__inductive_isolated__mlp__seed10.csv,,189574248,,,,dgraphfin_10seed_inductive_isolated.zip,$HISTORICAL_GNN_FRAUD_REPO/kaggleoutputs/dgraphfin_10seed_inductive_isolated.zip,6ce0d2e37893a7a162d6d575347f6606eb63f90b7940cc3a259dc309cf88b8c8,predictions/dgraphfin__inductive_isolated__mlp__seed10.csv,false,RB09v3,,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv#dgraphfin:inductive_isolated:mlp:seed10,d9f77bfd14ccaf157780858e35ecfee96af1e2fbf60f3559ad888d14c0ace2e9,RB15_IMPORT_ERRORS_EMPTY_AND_MEMBER_REFERENCED,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb15_graphsafe_tta/import_manifest.json,RB09V3_ARTIFACT_FAMILY_180_AND_RB15_CONSUMED_MEMBER,"{""command"":""/kaggle/working/gnn-fraud/scripts/run_multi_dataset_protocol_benchmark.py --datasets dgraphfin --models mlp,gcn,graphsage --protocols strict_inductive,inductive_isolated,transductive --gnn-only --skip-missing-datasets --hidden-channels 64 --num-layers 2 --early-stopping-metric val_f1 --scaler-mode train_only --output-dir results/runs/multi_dataset_protocol --seeds 2,4,6,8,10 --device cuda --execute --prediction-dir results/runs/predictions --export-predictions"",""early_stopping_metric"":""val_f1"",""early_stopping_split"":""validation"",""graph_mode"":""inductive_isolated_eval"",""scaler_mode"":""train_only"",""split_name"":""t1-14_val15-16_test17-20""}",1ba45869f075247dc9d4fdcaf2ef6b8b7d99e402e103dae58aae2047f3d4e8bf,CANONICAL_RESULT_COMMAND_AND_FIELDS,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,UNRESOLVED_LEGACY_CODE,tree-6fa0cc19d70e7c207c9af5b868d89b1b98ed0ed7,$HISTORICAL_GNN_FRAUD_REPO/results/runs_rb09v3/runs.csv,,,UNRESOLVED,true,"{""device"":""cuda"",""hardware"":""unresolved_from_per_run_record"",""measurement_scope"":""per_run_result_record"",""peak_memory"":null,""runtime_seconds"":24.036}",b61264bc90609377cc258b2dc1fcc3443d9b0b818c25e4542445e28bb33d92fe,
