run_key,campaign,analysis_family,dataset,task,source_contract,target_contract,method,objective,seed,access_regime,hardware,resource_class,runtime_status,prerequisite,execution_status
d76d882afb6d7deff92e,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,erm,composite,0,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
79d54c5d50abeebe320d,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,erm,composite,1,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
45d2b6a1b70d7df88b22,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,erm,composite,2,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
694986df0abb9b1aa0de,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,erm,composite,3,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
7fdd8f6543ede92bacb0,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,erm,composite,4,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
f85083163bbbeb543f67,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,groupdro,composite,0,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
29b5af6ae73c4df2ae66,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,groupdro,composite,1,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
d49b8ce37acc5d529a61,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,groupdro,composite,2,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
5ee39cf386512a37d4a6,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,groupdro,composite,3,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
c51f9267d5a198c7bb78,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,groupdro,composite,4,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
62bf625129fbef1e4b16,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,vrex,composite,0,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
dce8e026c1da51d0ebad,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,vrex,composite,1,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
e22f5ed7d2ec2b222c5e,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,vrex,composite,2,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
2fa2c29429e6bada0ba7,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,vrex,composite,3,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
bad870f1373c8c63c577,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,vrex,composite,4,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
16c6ea87a5edca248fc2,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,coregraph_factorised,composite,0,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
33d7fe24c491dc6c99a1,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,coregraph_factorised,composite,1,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
19a71b029263d7f7c0e8,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,coregraph_factorised,composite,2,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
dc626ad0ead7f38e65b2,good,graph_ood_external_validity,good_cmnist_covariate,graph_classification,good_source,good_target,coregraph_factorised,composite,3,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,good_data,PLANNED
