run_key,campaign,analysis_family,dataset,task,source_contract,target_contract,method,objective,seed,access_regime,hardware,resource_class,runtime_status,prerequisite,execution_status
910e0e776e9bb05901c9,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_pairwise,composite,0,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
f2881bf54845810e5b7e,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_pairwise,composite,1,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
d02b991ff7d97cc94fdd,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_pairwise,composite,2,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
ef98f99ab966b6f03857,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_pairwise,composite,3,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
b1307858039db1d6400a,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_pairwise,composite,4,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
40b746141256a8f8daaa,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_diagnostics,composite,0,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
fecc9be5d02082c3080c,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_diagnostics,composite,1,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
0fffb896096d70cb3d25,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_diagnostics,composite,2,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
22af11217893afae1ae4,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_diagnostics,composite,3,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
993c82c046877738aff1,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_diagnostics,composite,4,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
0c272fd11760577e7fe6,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_resource_mask,composite,0,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
15627433b923bd997a92,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_resource_mask,composite,1,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
46783de85ea51e182fd8,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_resource_mask,composite,2,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
b1472ec83d2a0123069b,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_resource_mask,composite,3,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
6d4382b2866e760d17a5,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_resource_mask,composite,4,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
46f31e839523e5487fc9,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_abstention,composite,0,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
2ee46ba3c250888cddb3,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_abstention,composite,1,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
f56c8fc14839835d0e41,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_abstention,composite,2,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
179ca1f3018d38bfbbc2,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_abstention,composite,3,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
f3efd51a236b55b7e4c0,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_no_abstention,composite,4,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
aec369feb30f0f9d34b7,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_linear,composite,0,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
9ccc7b3018b9cc981579,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_linear,composite,1,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
a3322ded5cc52536102f,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_linear,composite,2,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
89aefaac5c5f354f81cb,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_linear,composite,3,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
55ced133568539244aaf,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_linear,composite,4,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
d9b699202b9feb6bef40,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_mlp,composite,0,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
b3aea5abc6a362530e03,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_mlp,composite,1,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
7099fa5a992b84746441,ablation,router_ablation,elliptic_v2,node_classification,historical_transductive_full,future_inductive_recent,coregraph_mlp,composite,2,DG_NO_TARGET,single_t4,T4_16GB,TBD_PROFILE,local_and_data_gates,PLANNED
